Species,Chromosome,Gene,CoordinateStart,CoordinateEnd
Doryteuthis,Dpe18,Dopeav2064552m,55250952,55295063
Doryteuthis,Dpe44,Dopeav2132407m,19112796,19124215
Doryteuthis,Dpe09,Dopeav2031219m,26261384,26403009
Doryteuthis,Dpe27,Dopeav2089681m,4672757,4675108
Doryteuthis,Dpe41,Dopeav2127918m,57433088,57487397
Doryteuthis,Dpe02,Dopeav2006207m,73552889,73576812
Doryteuthis,Dpe41,Dopeav2127931m,57700761,57703224
Doryteuthis,Dpe15,Dopeav2055869m,112423545,112437890
Doryteuthis,Dpe11,Dopeav2038685m,49398350,49399054
Doryteuthis,Dpe02,Dopeav2007320m,113615241,113755800
Doryteuthis,Dpe17,Dopeav2062295m,92816583,92991615
Doryteuthis,Dpe18,Dopeav2065004m,68308567,68310691
Doryteuthis,Dpe27,Dopeav2092120m,74999244,75000760
Doryteuthis,Dpe15,Dopeav2052279m,28687082,28717475
Doryteuthis,Dpe20,Dopeav2071026m,78373948,78661211
Doryteuthis,Dpe20,Dopeav2069037m,13248536,13248982
Doryteuthis,Dpe06,Dopeav2023210m,120545108,120588266
Doryteuthis,Dpe02,Dopeav2007288m,112471307,112489133
Doryteuthis,Dpe09,Dopeav2030765m,13537750,13722045
Doryteuthis,Dpe13,Dopeav2045505m,23044355,23262441
Doryteuthis,Dpe13,Dopeav2045927m,36852600,36853302
Doryteuthis,Dpe02,Dopeav2007021m,102596038,102635805
Doryteuthis,Dpe01,Dopeav2002755m,105997594,106188135
Doryteuthis,Dpe35,Dopeav2112485m,11316715,11324347
Doryteuthis,Dpe02,Dopeav2007290m,112527576,112558936
Doryteuthis,Dpe16,Dopeav2057920m,57860574,57863105
Doryteuthis,Dpe08,Dopeav2028493m,54675554,54901662
Doryteuthis,Dpe19,Dopeav2068673m,102423460,102511179
Doryteuthis,Dpe05,Dopeav2019148m,119510942,119523189
Doryteuthis,Dpe08,Dopeav2028514m,55158944,55159168
Doryteuthis,Dpe02,Dopeav2006741m,90458389,90464221
Doryteuthis,Dpe35,Dopeav2112801m,22846466,22855810
Doryteuthis,Dpe42,Dopeav2128155m,4112567,4113025
Doryteuthis,Dpe26,Dopeav2088254m,53526410,53627243
Doryteuthis,Dpe06,Dopeav2023589m,133617046,133643066
Doryteuthis,Dpe41,Dopeav2126067m,9307898,9361776
Doryteuthis,Dpe01,Dopeav2003090m,117819303,117860354
Doryteuthis,Dpe03,Dopeav2010486m,87545282,87545653
Doryteuthis,Dpe03,Dopeav2009232m,33929731,33973511
Doryteuthis,Dpe13,Dopeav2045716m,29529554,29537941
Doryteuthis,Dpe02,Dopeav2005473m,50625302,50658703
Doryteuthis,Dpe11,Dopeav2039065m,62231433,62338228
Doryteuthis,Dpe43,Dopeav2130525m,15709147,15739215
Doryteuthis,Dpe43,Dopeav2130907m,28098493,28109554
Doryteuthis,Dpe20,Dopeav2069347m,21779700,21895185
Doryteuthis,Dpe15,Dopeav2055185m,97878249,97878632
Doryteuthis,Dpe14,Dopeav2048963m,29143290,29183358
Doryteuthis,Dpe13,Dopeav2045760m,30938338,31018892
Doryteuthis,Dpe06,Dopeav2020551m,26001831,26008027
Doryteuthis,Dpe05,Dopeav2016802m,28810411,28826682
Doryteuthis,Dpe15,Dopeav2055621m,107075278,107088642
Doryteuthis,Dpe25,Dopeav2083903m,8754169,8792495
Doryteuthis,Dpe02,Dopeav2006730m,90006568,90018212
Doryteuthis,Dpe46,Dopeav2135622m,14275812,14303844
Doryteuthis,Dpe05,Dopeav2018388m,90758879,90777490
Doryteuthis,Dpe12,Dopeav2043825m,84589225,84610997
Doryteuthis,Dpe28,Dopeav2094041m,45721783,45733147
Doryteuthis,Dpe46,Dopeav2135459m,8961773,9132401
Doryteuthis,Dpe24,Dopeav2083571m,94920171,94941600
Doryteuthis,Dpe18,Dopeav2064145m,44684256,44685072
Doryteuthis,Dpe41,Dopeav2126568m,23352513,23401059
Doryteuthis,Dpe05,Dopeav2019110m,118159081,118264562
Doryteuthis,Dpe14,Dopeav2048755m,22457734,22500660
Doryteuthis,Dpe28,Dopeav2094340m,55073490,55082233
Doryteuthis,Dpe05,Dopeav2018220m,84964172,84989088
Doryteuthis,Dpe17,Dopeav2062396m,95850334,95983864
Doryteuthis,Dpe05,Dopeav2018091m,78337022,78337728
Doryteuthis,Dpe24,Dopeav2082838m,71186210,71186488
Doryteuthis,Dpe13,Dopeav2047985m,115147609,115186620
Doryteuthis,Dpe24,Dopeav2082811m,70338041,70352223
Doryteuthis,Dpe37,Dopeav2119047m,59052841,59184245
Doryteuthis,Dpe10,Dopeav2037133m,122677386,122719333
Doryteuthis,Dpe14,Dopeav2051243m,119684821,119746026
Doryteuthis,Dpe37,Dopeav2118890m,53398274,53402178
Doryteuthis,Dpe39,Dopeav2122477m,33732635,33935238
Doryteuthis,scDpe1474,Dopeav2138287m,17096,25291
Doryteuthis,Dpe01,Dopeav2003428m,130558712,130559592
Doryteuthis,Dpe24,Dopeav2081372m,22782252,22782458
Doryteuthis,Dpe15,Dopeav2055718m,109025983,109026885
Doryteuthis,Dpe02,Dopeav2006620m,87137794,87162463
Doryteuthis,Dpe03,Dopeav2009412m,40413390,40413722
Doryteuthis,Dpe01,Dopeav2001184m,45332431,45508619
Doryteuthis,Dpe27,Dopeav2092716m,89449608,89504361
Doryteuthis,Dpe42,Dopeav2128542m,15058916,15059551
Doryteuthis,Dpe30,Dopeav2099945m,43075023,43207526
Doryteuthis,Dpe35,Dopeav2113124m,34376026,34461120
Doryteuthis,Dpe17,Dopeav2060826m,45847013,45955058
Doryteuthis,Dpe27,Dopeav2090249m,22256919,22257647
Doryteuthis,Dpe20,Dopeav2070920m,73854235,73930567
Doryteuthis,Dpe20,Dopeav2069499m,26516516,26682807
Doryteuthis,Dpe34,Dopeav2111488m,59979803,59981095
Doryteuthis,Dpe23,Dopeav2079067m,47850070,47943945
Doryteuthis,scDpe0177,Dopeav2137294m,6705,9153
Doryteuthis,Dpe14,Dopeav2049051m,32186671,32378156
Doryteuthis,Dpe11,Dopeav2038919m,58195233,58217549
Doryteuthis,Dpe41,Dopeav2127838m,55625722,55627342
Doryteuthis,Dpe41,Dopeav2127811m,54909758,54911019
Doryteuthis,Dpe31,Dopeav2103549m,71069741,71114016
Doryteuthis,Dpe29,Dopeav2095750m,6427996,6429570
Doryteuthis,Dpe23,Dopeav2079665m,67844410,68024998
Doryteuthis,Dpe08,Dopeav2028176m,43794137,43923292
Doryteuthis,Dpe41,Dopeav2127365m,44895928,44896389
Doryteuthis,Dpe26,Dopeav2088699m,67047999,67097101
Doryteuthis,Dpe41,Dopeav2126009m,7563086,7651703
Doryteuthis,Dpe15,Dopeav2053281m,54563491,54620952
Doryteuthis,Dpe41,Dopeav2126781m,28747277,28777493
Doryteuthis,Dpe28,Dopeav2094753m,66165320,66216817
Doryteuthis,Dpe02,Dopeav2006586m,86543322,86549263
Doryteuthis,Dpe06,Dopeav2020164m,12079691,12120511
Doryteuthis,Dpe24,Dopeav2082248m,51009497,51104374
Doryteuthis,Dpe11,Dopeav2040524m,105945858,106021034
Doryteuthis,Dpe15,Dopeav2051833m,16661712,16718254
Doryteuthis,Dpe32,Dopeav2104103m,7376552,7441139
Doryteuthis,Dpe25,Dopeav2086414m,80945781,80946159
Doryteuthis,Dpe38,Dopeav2119645m,11662360,11690801
Doryteuthis,Dpe39,Dopeav2123010m,48611501,48661364
Doryteuthis,Dpe13,Dopeav2045591m,26321911,26348358
Doryteuthis,Dpe39,Dopeav2123066m,50661640,50754918
Doryteuthis,Dpe31,Dopeav2102684m,46164255,46164969
Doryteuthis,Dpe02,Dopeav2005681m,58020004,58036508
Doryteuthis,Dpe21,Dopeav2072119m,7924875,7986417
Doryteuthis,Dpe15,Dopeav2055606m,106849651,106900659
Doryteuthis,Dpe45,Dopeav2134954m,39877103,39877363
Doryteuthis,Dpe16,Dopeav2058433m,76539757,76565529
Doryteuthis,Dpe06,Dopeav2022903m,109814598,109927670
Doryteuthis,Dpe22,Dopeav2075513m,20465000,20472102
Doryteuthis,Dpe03,Dopeav2009256m,34520783,34727898
Doryteuthis,Dpe32,Dopeav2106007m,65426771,65540043
Doryteuthis,Dpe21,Dopeav2074566m,92609249,92648956
Doryteuthis,Dpe03,Dopeav2010825m,101559618,101629840
Doryteuthis,Dpe21,Dopeav2074510m,90550233,90551265
Doryteuthis,Dpe17,Dopeav2062201m,89831728,90184696
Doryteuthis,Dpe15,Dopeav2055807m,111018544,111030567
Doryteuthis,Dpe15,Dopeav2054264m,78318600,78318967
Doryteuthis,Dpe22,Dopeav2075494m,19956403,19956615
Doryteuthis,Dpe08,Dopeav2028658m,60634894,60635292
Doryteuthis,Dpe09,Dopeav2031695m,46184583,46217343
Doryteuthis,scDpe0568,Dopeav2137984m,25540,35448
Doryteuthis,Dpe20,Dopeav2070398m,55636021,55636467
Doryteuthis,Dpe24,Dopeav2082441m,58064463,58064717
Doryteuthis,Dpe21,Dopeav2073379m,53093453,53111955
Doryteuthis,Dpe30,Dopeav2100622m,68360138,68499205
Doryteuthis,Dpe15,Dopeav2055073m,95448952,95449158
Doryteuthis,Dpe15,Dopeav2054070m,74072015,74073211
Doryteuthis,Dpe05,Dopeav2016563m,20352496,20442184
Doryteuthis,Dpe25,Dopeav2086234m,75745979,75772055
Doryteuthis,Dpe41,Dopeav2126135m,11714558,11753359
Doryteuthis,Dpe30,Dopeav2100459m,62589683,62651604
Doryteuthis,Dpe23,Dopeav2080137m,84891054,84897683
Doryteuthis,Dpe09,Dopeav2031949m,53682758,53699903
Doryteuthis,Dpe15,Dopeav2053490m,59536542,59725888
Doryteuthis,Dpe15,Dopeav2054371m,80488516,80488719
Doryteuthis,Dpe18,Dopeav2064367m,50356492,50385464
Doryteuthis,Dpe42,Dopeav2128383m,10898646,10919231
Doryteuthis,Dpe03,Dopeav2009842m,58778305,58939003
Doryteuthis,Dpe45,Dopeav2134372m,22761512,22762597
Doryteuthis,Dpe15,Dopeav2053488m,59536371,59725888
Doryteuthis,Dpe26,Dopeav2088945m,74778765,74858383
Doryteuthis,Dpe46,Dopeav2135756m,18161002,18183504
Doryteuthis,Dpe04,Dopeav2012395m,10935972,10987802
Doryteuthis,Dpe45,Dopeav2134797m,35253708,35316624
Doryteuthis,Dpe34,Dopeav2109934m,18046574,18340480
Doryteuthis,Dpe17,Dopeav2062408m,96386037,96390428
Doryteuthis,Dpe38,Dopeav2120564m,43499187,43538747
Doryteuthis,Dpe04,Dopeav2014146m,76963620,76964502
Doryteuthis,Dpe32,Dopeav2105907m,63287317,63291879
Doryteuthis,Dpe32,Dopeav2106186m,72151254,72196998
Doryteuthis,Dpe32,Dopeav2105525m,51425666,51442399
Doryteuthis,Dpe01,Dopeav2002692m,103854433,103864353
Doryteuthis,Dpe41,Dopeav2127441m,46652361,46657778
Doryteuthis,Dpe03,Dopeav2008771m,14981809,14983365
Doryteuthis,Dpe11,Dopeav2039667m,80123310,80123713
Doryteuthis,Dpe11,Dopeav2041008m,121365290,121440229
Doryteuthis,Dpe05,Dopeav2018582m,98985070,98988285
Doryteuthis,Dpe36,Dopeav2114557m,3277339,3340450
Doryteuthis,Dpe29,Dopeav2097407m,56851021,56897710
Doryteuthis,Dpe23,Dopeav2078359m,26951276,26951527
Doryteuthis,Dpe09,Dopeav2030804m,14465221,14591769
Doryteuthis,Dpe31,Dopeav2102737m,47962064,47963626
Doryteuthis,Dpe04,Dopeav2015953m,144630862,144634796
Doryteuthis,Dpe06,Dopeav2021448m,60464927,60465802
Doryteuthis,Dpe25,Dopeav2084482m,25222748,25262680
Doryteuthis,Dpe42,Dopeav2129506m,44065799,44067857
Doryteuthis,Dpe46,Dopeav2135408m,7578098,7597002
Doryteuthis,Dpe03,Dopeav2011313m,121966758,121966970
Doryteuthis,Dpe09,Dopeav2033387m,108783423,108898867
Doryteuthis,Dpe02,Dopeav2008139m,144808773,144818019
Doryteuthis,Dpe29,Dopeav2096488m,29192418,29194549
Doryteuthis,scDpe0966,Dopeav2138143m,30196,30417
Doryteuthis,Dpe06,Dopeav2020945m,39649289,39655210
Doryteuthis,scDpe0440,Dopeav2137927m,4760,32170
Doryteuthis,Dpe03,Dopeav2009247m,34459145,34727835
Doryteuthis,Dpe28,Dopeav2094144m,48743758,48779181
Doryteuthis,Dpe03,Dopeav2008821m,16816228,16838887
Doryteuthis,Dpe18,Dopeav2063291m,16784842,16793157
Doryteuthis,Dpe18,Dopeav2063020m,8304558,8305073
Doryteuthis,Dpe08,Dopeav2028848m,67767744,67768036
Doryteuthis,Dpe07,Dopeav2023993m,11364328,11596841
Doryteuthis,Dpe12,Dopeav2042669m,49769031,49834579
Doryteuthis,Dpe10,Dopeav2036717m,107302525,107591525
Doryteuthis,Dpe25,Dopeav2084113m,13880140,13957401
Doryteuthis,Dpe10,Dopeav2037039m,118612133,118725001
Doryteuthis,Dpe38,Dopeav2119855m,20551851,20558998
Doryteuthis,Dpe40,Dopeav2124605m,31484708,31530277
Doryteuthis,Dpe15,Dopeav2055202m,98264877,98265714
Doryteuthis,Dpe01,Dopeav2000896m,35523564,35611476
Doryteuthis,Dpe03,Dopeav2009652m,52206122,52245321
Doryteuthis,Dpe24,Dopeav2080658m,2378968,2379624
Doryteuthis,Dpe14,Dopeav2049788m,64421224,64466580
Doryteuthis,Dpe07,Dopeav2025733m,82631178,82678168
Doryteuthis,Dpe40,Dopeav2125250m,48824885,48872300
Doryteuthis,Dpe03,Dopeav2009429m,41002857,41003078
Doryteuthis,Dpe29,Dopeav2096028m,14681249,14681506
Doryteuthis,Dpe38,Dopeav2119814m,18984249,19045274
Doryteuthis,Dpe15,Dopeav2052400m,32207163,32215125
Doryteuthis,Dpe28,Dopeav2093973m,43477223,43487232
Doryteuthis,Dpe04,Dopeav2016053m,147605054,147623904
Doryteuthis,Dpe37,Dopeav2118594m,43298949,43299408
Doryteuthis,Dpe05,Dopeav2017006m,38588684,38656640
Doryteuthis,Dpe32,Dopeav2104568m,21657724,21885844
Doryteuthis,Dpe37,Dopeav2118413m,37477814,37492982
Doryteuthis,Dpe01,Dopeav2001228m,47177237,47177974
Doryteuthis,Dpe15,Dopeav2051998m,21260942,21262222
Doryteuthis,Dpe23,Dopeav2077900m,9996093,10124534
Doryteuthis,Dpe18,Dopeav2064078m,43440211,43464217
Doryteuthis,Dpe15,Dopeav2051980m,21005032,21015910
Doryteuthis,Dpe21,Dopeav2073385m,53140067,53227075
Doryteuthis,Dpe20,Dopeav2069944m,41470229,41641846
Doryteuthis,Dpe10,Dopeav2036649m,104628827,104651583
Doryteuthis,Dpe19,Dopeav2067806m,59933173,59947690
Doryteuthis,Dpe26,Dopeav2088164m,49529358,49572517
Doryteuthis,Dpe46,Dopeav2135747m,17944387,17945010
Doryteuthis,Dpe08,Dopeav2029427m,85385363,85385886
Doryteuthis,Dpe45,Dopeav2133774m,4930897,4931085
Doryteuthis,Dpe07,Dopeav2023678m,1761311,1775706
Doryteuthis,Dpe35,Dopeav2112959m,28763651,28778517
Doryteuthis,Dpe07,Dopeav2026470m,107391804,107421342
Doryteuthis,scDpe0150,Dopeav2137120m,94021,95709
Doryteuthis,Dpe10,Dopeav2037105m,121511907,121562803
Doryteuthis,Dpe04,Dopeav2013305m,47137399,47156958
Doryteuthis,Dpe12,Dopeav2042928m,58354108,58355642
Doryteuthis,Dpe26,Dopeav2087452m,23301737,23530264
Doryteuthis,Dpe41,Dopeav2127993m,59227000,59229016
Doryteuthis,Dpe20,Dopeav2069356m,21779700,21895185
Doryteuthis,Dpe03,Dopeav2009726m,54576889,54695566
Doryteuthis,scDpe1177,Dopeav2138224m,29599,30183
Doryteuthis,Dpe06,Dopeav2021831m,72878279,73058136
Doryteuthis,Dpe30,Dopeav2100747m,72073464,72109188
Doryteuthis,Dpe15,Dopeav2052386m,31893237,31893876
Doryteuthis,Dpe18,Dopeav2063981m,41233034,41293328
Doryteuthis,Dpe31,Dopeav2102025m,29938413,29973694
Doryteuthis,Dpe42,Dopeav2129521m,44382448,44443230
Doryteuthis,Dpe06,Dopeav2023283m,122210443,122230273
Doryteuthis,Dpe08,Dopeav2028418m,52877508,52909291
Doryteuthis,Dpe10,Dopeav2035896m,74130355,74133079
Doryteuthis,Dpe18,Dopeav2064964m,67083705,67084180
Doryteuthis,Dpe41,Dopeav2125870m,4425278,4514735
Doryteuthis,Dpe08,Dopeav2028431m,53213651,53219456
Doryteuthis,Dpe16,Dopeav2058881m,94792039,94792914
Doryteuthis,Dpe42,Dopeav2129339m,40124233,40131986
Doryteuthis,Dpe03,Dopeav2008806m,16413518,16526299
Doryteuthis,Dpe37,Dopeav2117820m,20407399,20408012
Doryteuthis,Dpe18,Dopeav2065195m,74940809,74941183
Doryteuthis,Dpe41,Dopeav2126058m,9307439,9411735
Doryteuthis,Dpe05,Dopeav2017805m,64141863,64174281
Doryteuthis,Dpe15,Dopeav2055179m,97802621,97809194
Doryteuthis,Dpe24,Dopeav2082993m,76242876,76302326
Doryteuthis,Dpe21,Dopeav2072122m,8005820,8034043
Doryteuthis,Dpe01,Dopeav2002986m,112651978,112724438
Doryteuthis,Dpe05,Dopeav2017021m,38806159,38842583
Doryteuthis,Dpe26,Dopeav2087436m,22860338,22882835
Doryteuthis,Dpe17,Dopeav2059489m,3657037,3746800
Doryteuthis,Dpe21,Dopeav2073925m,70511946,70591446
Doryteuthis,Dpe33,Dopeav2107602m,23637977,23663169
Doryteuthis,Dpe22,Dopeav2076287m,44043868,44076025
Doryteuthis,Dpe17,Dopeav2062459m,97933970,97991051
Doryteuthis,Dpe27,Dopeav2090484m,29218269,29269417
Doryteuthis,Dpe28,Dopeav2093526m,28596090,28596311
Doryteuthis,Dpe11,Dopeav2037686m,11561068,11667675
Doryteuthis,Dpe37,Dopeav2117305m,3634950,3635312
Doryteuthis,Dpe14,Dopeav2051288m,121402928,121442497
Doryteuthis,Dpe40,Dopeav2124007m,15023418,15067404
Doryteuthis,Dpe17,Dopeav2062622m,105062250,105063414
Doryteuthis,Dpe22,Dopeav2077208m,80246420,80295394
Doryteuthis,Dpe39,Dopeav2121529m,8117906,8133303
Doryteuthis,Dpe05,Dopeav2016207m,7989509,8041438
Doryteuthis,Dpe41,Dopeav2127678m,52080730,52082362
Doryteuthis,Dpe04,Dopeav2013587m,58689717,58776265
Doryteuthis,Dpe27,Dopeav2092082m,74112607,74169932
Doryteuthis,Dpe24,Dopeav2082678m,65752575,65754733
Doryteuthis,Dpe32,Dopeav2104781m,27589362,27677908
Doryteuthis,Dpe05,Dopeav2016741m,26791565,26793609
Doryteuthis,Dpe13,Dopeav2047979m,114866276,114878378
Doryteuthis,Dpe02,Dopeav2005804m,61460514,61560504
Doryteuthis,Dpe30,Dopeav2099164m,21594691,21650302
Doryteuthis,Dpe18,Dopeav2064713m,60461676,60461974
Doryteuthis,Dpe03,Dopeav2009837m,58515325,58749769
Doryteuthis,Dpe34,Dopeav2111443m,59141365,59141862
Doryteuthis,Dpe41,Dopeav2125958m,6265098,6265469
Doryteuthis,Dpe41,Dopeav2126103m,10585341,10586217
Doryteuthis,Dpe39,Dopeav2122436m,32448221,32635853
Doryteuthis,Dpe23,Dopeav2080142m,85088817,85255709
Doryteuthis,Dpe11,Dopeav2038894m,57480312,57582246
Doryteuthis,Dpe13,Dopeav2047644m,100384352,100455439
Doryteuthis,Dpe34,Dopeav2109608m,6339305,6354078
Doryteuthis,Dpe04,Dopeav2013011m,35917713,36096515
Doryteuthis,Dpe10,Dopeav2035968m,76679332,76692264
Doryteuthis,Dpe15,Dopeav2054738m,88837765,88838268
Doryteuthis,Dpe15,Dopeav2054711m,87913021,87914510
Doryteuthis,Dpe14,Dopeav2049907m,70361182,70388710
Doryteuthis,Dpe21,Dopeav2073719m,64166804,64167376
Doryteuthis,Dpe09,Dopeav2030850m,16044569,16110601
Doryteuthis,Dpe08,Dopeav2028549m,55951504,55957174
Doryteuthis,Dpe27,Dopeav2091683m,61247710,61324879
Doryteuthis,Dpe35,Dopeav2112570m,14085892,14230240
Doryteuthis,Dpe11,Dopeav2038042m,24851655,24882785
Doryteuthis,Dpe42,Dopeav2129417m,41957116,42003607
Doryteuthis,Dpe06,Dopeav2020801m,34276268,34355876
Doryteuthis,Dpe05,Dopeav2016552m,19921451,19922243
Doryteuthis,Dpe05,Dopeav2016798m,28560032,28574176
Doryteuthis,Dpe15,Dopeav2054969m,93318913,93319557
Doryteuthis,Dpe32,Dopeav2105743m,57142164,57184205
Doryteuthis,Dpe06,Dopeav2021988m,79343927,79346447
Doryteuthis,Dpe15,Dopeav2052415m,32390716,32391802
Doryteuthis,Dpe23,Dopeav2077797m,6732292,6747801
Doryteuthis,Dpe05,Dopeav2016780m,28428198,28506343
Doryteuthis,Dpe32,Dopeav2106450m,80572206,80574523
Doryteuthis,Dpe45,Dopeav2134259m,19271091,19415593
Doryteuthis,Dpe02,Dopeav2008066m,141818051,141852203
Doryteuthis,Dpe31,Dopeav2101218m,4428524,4629838
Doryteuthis,Dpe21,Dopeav2073252m,50373321,50373857
Doryteuthis,Dpe27,Dopeav2092342m,80784765,80952847
Doryteuthis,Dpe02,Dopeav2007142m,106580186,106754876
Doryteuthis,Dpe34,Dopeav2110644m,35307401,35560400
Doryteuthis,Dpe24,Dopeav2083396m,90189066,90189329
Doryteuthis,Dpe15,Dopeav2052046m,22466682,22469942
Doryteuthis,Dpe09,Dopeav2030978m,20623321,20626303
Doryteuthis,Dpe20,Dopeav2069484m,26059222,26067103
Doryteuthis,Dpe10,Dopeav2036068m,81433265,81476247
Doryteuthis,Dpe27,Dopeav2091970m,70358176,70364499
Doryteuthis,Dpe08,Dopeav2029796m,102143382,102283073
Doryteuthis,Dpe15,Dopeav2052454m,33275870,33285226
Doryteuthis,Dpe20,Dopeav2068883m,7768697,7771114
Doryteuthis,Dpe10,Dopeav2036336m,92837780,92842403
Doryteuthis,Dpe40,Dopeav2124610m,31691258,31777929
Doryteuthis,Dpe13,Dopeav2046034m,40709025,40758695
Doryteuthis,Dpe18,Dopeav2063940m,40009614,40010108
Doryteuthis,Dpe24,Dopeav2083226m,84700030,84767266
Doryteuthis,Dpe40,Dopeav2124666m,33686154,33686728
Doryteuthis,Dpe01,Dopeav2002749m,105562554,105745493
Doryteuthis,Dpe29,Dopeav2098251m,83110187,83111443
Doryteuthis,Dpe31,Dopeav2101438m,14776363,14800202
Doryteuthis,Dpe31,Dopeav2101411m,13861217,13861803
Doryteuthis,Dpe06,Dopeav2020025m,6395900,6396613
Doryteuthis,Dpe05,Dopeav2019133m,119001831,119051034
Doryteuthis,Dpe15,Dopeav2053983m,71847067,71903467
Doryteuthis,Dpe15,Dopeav2052235m,27996299,28038768
Doryteuthis,Dpe11,Dopeav2037917m,20979136,20979676
Doryteuthis,Dpe15,Dopeav2054628m,86496299,86496999
Doryteuthis,Dpe04,Dopeav2012170m,4010736,4038890
Doryteuthis,Dpe02,Dopeav2006713m,89158905,89599800
Doryteuthis,Dpe23,Dopeav2077954m,11726084,11867338
Doryteuthis,Dpe17,Dopeav2060164m,26810445,26840637
Doryteuthis,Dpe12,Dopeav2041868m,16421371,16423989
Doryteuthis,Dpe20,Dopeav2069679m,32082102,32239105
Doryteuthis,Dpe24,Dopeav2081712m,35802774,35871251
Doryteuthis,Dpe13,Dopeav2047550m,96608969,96628216
Doryteuthis,Dpe11,Dopeav2040310m,99768290,99770014
Doryteuthis,Dpe21,Dopeav2073236m,49698366,49699906
Doryteuthis,Dpe11,Dopeav2040366m,101404239,101412401
Doryteuthis,Dpe16,Dopeav2056851m,22420288,22446145
Doryteuthis,Dpe06,Dopeav2020826m,35460325,35527604
Doryteuthis,Dpe15,Dopeav2055378m,101607600,101608226
Doryteuthis,Dpe13,Dopeav2047782m,109265683,109307764
Doryteuthis,Dpe42,Dopeav2129138m,34302360,34331043
Doryteuthis,Dpe24,Dopeav2083408m,90581998,90582162
Doryteuthis,Dpe18,Dopeav2065705m,89747235,89749442
Doryteuthis,Dpe11,Dopeav2040038m,91754995,91756231
Doryteuthis,Dpe22,Dopeav2077346m,85039176,85040475
Doryteuthis,Dpe46,Dopeav2135935m,23635143,23636353
Doryteuthis,Dpe22,Dopeav2075489m,19877121,19891996
Doryteuthis,Dpe42,Dopeav2128088m,1975105,2008303
Doryteuthis,Dpe42,Dopeav2129111m,32570313,32596587
Doryteuthis,Dpe42,Dopeav2128221m,5595722,5598857
Doryteuthis,Dpe32,Dopeav2104353m,15143293,15207211
Doryteuthis,Dpe35,Dopeav2113065m,32666282,32666972
Doryteuthis,Dpe09,Dopeav2031834m,50625489,50627195
Doryteuthis,Dpe42,Dopeav2128090m,2075387,2083560
Doryteuthis,Dpe20,Dopeav2071171m,83242856,83243454
Doryteuthis,Dpe11,Dopeav2039833m,85614098,85614845
Doryteuthis,Dpe26,Dopeav2088684m,66763270,66871335
Doryteuthis,Dpe15,Dopeav2052845m,42950459,42952411
Doryteuthis,Dpe02,Dopeav2005978m,66489042,66491174
Doryteuthis,Dpe34,Dopeav2109849m,14245728,14249809
Doryteuthis,Dpe04,Dopeav2015631m,130482405,130542170
Doryteuthis,Dpe07,Dopeav2025902m,88668016,88677505
Doryteuthis,Dpe06,Dopeav2019992m,4652729,4653890
Doryteuthis,Dpe05,Dopeav2018175m,82592460,82662354
Doryteuthis,Dpe10,Dopeav2035260m,49563104,49595822
Doryteuthis,Dpe21,Dopeav2073045m,42061485,42093103
Doryteuthis,Dpe24,Dopeav2080764m,5105012,5116843
Doryteuthis,Dpe15,Dopeav2055557m,106008958,106012682
Doryteuthis,Dpe15,Dopeav2055464m,103401132,103419753
Doryteuthis,Dpe34,Dopeav2110550m,31777525,31796172
Doryteuthis,Dpe39,Dopeav2122697m,39307735,39308535
Doryteuthis,Dpe09,Dopeav2033047m,96254235,96255442
Doryteuthis,Dpe01,Dopeav2000739m,28447244,28477796
Doryteuthis,Dpe14,Dopeav2050368m,89929236,90024745
Doryteuthis,Dpe44,Dopeav2132071m,9246331,9279487
Doryteuthis,Dpe17,Dopeav2061671m,72201760,72252809
Doryteuthis,Dpe03,Dopeav2009349m,37557452,37572997
Doryteuthis,Dpe15,Dopeav2052072m,22789201,22792516
Doryteuthis,Dpe42,Dopeav2128428m,12381890,12537935
Doryteuthis,Dpe06,Dopeav2022396m,90605034,90762614
Doryteuthis,Dpe33,Dopeav2107576m,23089629,23089862
Doryteuthis,Dpe44,Dopeav2132370m,18385277,18386053
Doryteuthis,Dpe41,Dopeav2126793m,29087343,29090333
Doryteuthis,Dpe31,Dopeav2101841m,26123707,26139952
Doryteuthis,Dpe01,Dopeav2003923m,154492419,154517761
Doryteuthis,Dpe23,Dopeav2079179m,51216361,51258474
Doryteuthis,Dpe19,Dopeav2068142m,73792487,73795009
Doryteuthis,Dpe01,Dopeav2000968m,37632631,37688910
Doryteuthis,Dpe18,Dopeav2063248m,15787936,15796022
Doryteuthis,Dpe34,Dopeav2109716m,9359109,9386395
Doryteuthis,Dpe10,Dopeav2036352m,93829575,93833833
Doryteuthis,Dpe38,Dopeav2120326m,35632424,35644494
Doryteuthis,Dpe19,Dopeav2067311m,42853569,42964908
Doryteuthis,Dpe17,Dopeav2060551m,37729376,37891143
Doryteuthis,Dpe08,Dopeav2029511m,89433540,89476129
Doryteuthis,Dpe09,Dopeav2033289m,104564705,104616972
Doryteuthis,Dpe02,Dopeav2004690m,25553551,25617401
Doryteuthis,Dpe45,Dopeav2133795m,5645603,5647729
Doryteuthis,Dpe08,Dopeav2029347m,82529888,82537849
Doryteuthis,Dpe19,Dopeav2067547m,51262942,51286773
Doryteuthis,Dpe01,Dopeav2001465m,56448993,56506600
Doryteuthis,Dpe22,Dopeav2077357m,85540964,85541650
