DoryGENE,EupGENE
Dopeav2134031m,cluster_11018
Dopeav2133897m,cluster_12020
Dopeav2124224m,cluster_13199
Dopeav2006723m,cluster_7060
Dopeav2109985m,cluster_21601
Dopeav2126554m,cluster_10821
Dopeav2098320m,cluster_27087
Dopeav2113441m,cluster_9942
Dopeav2018790m,cluster_19615
Dopeav2019089m,cluster_1636
Dopeav2047206m,cluster_3602
Dopeav2128760m,cluster_1082
Dopeav2046249m,cluster_25829
Dopeav2102861m,cluster_13202
Dopeav2063646m,cluster_4009
Dopeav2035298m,cluster_11017
Dopeav2067438m,cluster_24723
Dopeav2011520m,cluster_6869
Dopeav2098323m,cluster_27089
Dopeav2081187m,cluster_18361
Dopeav2006720m,cluster_26606
Dopeav2093770m,cluster_5985
Dopeav2117764m,cluster_11693
Dopeav2024962m,cluster_17316
Dopeav2114992m,cluster_20951
Dopeav2114247m,cluster_21114
Dopeav2049841m,cluster_10408
Dopeav2033227m,cluster_17940
Dopeav2089885m,cluster_3385
Dopeav2021910m,cluster_22169
Dopeav2101531m,cluster_16835
Dopeav2039473m,cluster_2806
Dopeav2108414m,cluster_8942
Dopeav2038069m,cluster_1771
Dopeav2132336m,cluster_455
Dopeav2126532m,cluster_18656
Dopeav2016498m,cluster_13176
Dopeav2058478m,cluster_12768
Dopeav2129650m,cluster_18402
Dopeav2056773m,cluster_10839
Dopeav2126468m,cluster_13283
Dopeav2066884m,cluster_8304
Dopeav2063719m,cluster_5570
Dopeav2096577m,cluster_20570
Dopeav2002705m,cluster_3340
Dopeav2094340m,cluster_25720
Dopeav2063283m,cluster_4112
Dopeav2075548m,cluster_14310
Dopeav2043835m,cluster_9990
Dopeav2033483m,cluster_12621
Dopeav2096566m,cluster_6480
Dopeav2019114m,cluster_24190
Dopeav2053746m,cluster_17886
Dopeav2065050m,cluster_1293
Dopeav2135970m,cluster_13080
Dopeav2041193m,cluster_20220
Dopeav2045464m,cluster_14640
Dopeav2036707m,cluster_10698
Dopeav2040678m,cluster_2038
Dopeav2105656m,cluster_1295
Dopeav2016053m,cluster_7032
Dopeav2039184m,cluster_2222
Dopeav2080048m,cluster_26524
Dopeav2100576m,cluster_8794
Dopeav2131288m,cluster_4029
Dopeav2124520m,cluster_1038
Dopeav2033480m,cluster_5481
Dopeav2019762m,cluster_1263
Dopeav2056027m,cluster_23175
Dopeav2097081m,cluster_21706
Dopeav2021864m,cluster_1195
Dopeav2126250m,cluster_18951
Dopeav2002679m,cluster_6068
Dopeav2027163m,cluster_27218
Dopeav2084935m,cluster_1646
Dopeav2104628m,cluster_11426
Dopeav2030107m,cluster_22078
Dopeav2094343m,cluster_9301
Dopeav2031937m,cluster_2611
Dopeav2021452m,cluster_5616
Dopeav2054181m,cluster_4117
Dopeav2119772m,cluster_4558
Dopeav2018634m,cluster_14044
Dopeav2003203m,cluster_25331
Dopeav2000811m,cluster_4619
Dopeav2104304m,cluster_29213
Dopeav2091129m,cluster_6929
Dopeav2129225m,cluster_4981
Dopeav2028027m,cluster_5325
Dopeav2001729m,cluster_2007
Dopeav2010553m,cluster_541
Dopeav2097648m,cluster_4158
Dopeav2077209m,cluster_15731
Dopeav2094662m,cluster_938
Dopeav2079719m,cluster_13683
Dopeav2128437m,cluster_21927
Dopeav2073103m,cluster_4678
Dopeav2019886m,cluster_1201
Dopeav2112017m,cluster_14294
Dopeav2046074m,cluster_20961
Dopeav2018538m,cluster_13525
Dopeav2001433m,cluster_8527
Dopeav2054012m,cluster_26393
Dopeav2080086m,cluster_5397
Dopeav2005909m,cluster_2837
Dopeav2103617m,cluster_12300
Dopeav2013763m,cluster_5834
Dopeav2093156m,cluster_3897
Dopeav2032086m,cluster_24142
Dopeav2122145m,cluster_958
Dopeav2124300m,cluster_26428
Dopeav2114601m,cluster_9544
Dopeav2042001m,cluster_19206
Dopeav2128952m,cluster_12369
Dopeav2138437m,cluster_13850
Dopeav2052368m,cluster_8571
Dopeav2134059m,cluster_10577
Dopeav2059904m,cluster_27842
Dopeav2009202m,cluster_12426
Dopeav2071357m,cluster_16455
Dopeav2022217m,cluster_9752
Dopeav2021340m,cluster_12573
Dopeav2022825m,cluster_12171
Dopeav2118472m,cluster_29181
Dopeav2115453m,cluster_22406
Dopeav2122178m,cluster_5982
Dopeav2083412m,cluster_28106
Dopeav2101873m,cluster_16036
Dopeav2020902m,cluster_6378
Dopeav2107174m,cluster_24509
Dopeav2038877m,cluster_3792
Dopeav2099351m,cluster_18484
Dopeav2055037m,cluster_27795
Dopeav2039895m,cluster_13833
Dopeav2018581m,cluster_8827
Dopeav2028441m,cluster_24181
Dopeav2094018m,cluster_14470
Dopeav2018109m,cluster_8128
Dopeav2084278m,cluster_26175
Dopeav2089760m,cluster_13289
Dopeav2088653m,cluster_861
Dopeav2058707m,cluster_3458
Dopeav2094452m,cluster_4751
Dopeav2008388m,cluster_25130
Dopeav2073678m,cluster_27343
Dopeav2034901m,cluster_11009
Dopeav2104487m,cluster_12828
Dopeav2019412m,cluster_8096
Dopeav2136660m,cluster_26412
Dopeav2064129m,cluster_11021
Dopeav2046456m,cluster_16095
Dopeav2060382m,cluster_5275
Dopeav2031944m,cluster_6179
Dopeav2015356m,cluster_484
Dopeav2096982m,cluster_15207
Dopeav2109740m,cluster_13288
Dopeav2070287m,cluster_25
Dopeav2120358m,cluster_15556
Dopeav2047644m,cluster_8573
Dopeav2029645m,cluster_10041
Dopeav2022914m,cluster_13451
Dopeav2068156m,cluster_3818
Dopeav2122777m,cluster_16954
Dopeav2017119m,cluster_24901
Dopeav2039103m,cluster_3070
Dopeav2105373m,cluster_27003
Dopeav2121627m,cluster_11504
Dopeav2022776m,cluster_14249
Dopeav2083557m,cluster_11055
Dopeav2134384m,cluster_2299
Dopeav2006496m,cluster_28422
Dopeav2022767m,cluster_8213
Dopeav2120429m,cluster_24730
Dopeav2040561m,cluster_20494
Dopeav2042763m,cluster_12029
Dopeav2126453m,cluster_10597
Dopeav2004017m,cluster_2357
Dopeav2121446m,cluster_27635
Dopeav2022547m,cluster_28196
Dopeav2111586m,cluster_1668
Dopeav2040895m,cluster_9229
Dopeav2124407m,cluster_3795
Dopeav2136133m,cluster_20082
Dopeav2108513m,cluster_8279
Dopeav2012369m,cluster_1585
Dopeav2056624m,cluster_14885
Dopeav2132416m,cluster_7891
Dopeav2069736m,cluster_28846
Dopeav2005360m,cluster_13484
Dopeav2043265m,cluster_9727
Dopeav2038946m,cluster_9124
Dopeav2097214m,cluster_21565
Dopeav2123010m,cluster_6954
Dopeav2067579m,cluster_68
Dopeav2084800m,cluster_23842
Dopeav2033280m,cluster_24235
Dopeav2118427m,cluster_5239
Dopeav2046061m,cluster_17325
Dopeav2021447m,cluster_8155
Dopeav2053302m,cluster_29062
Dopeav2115706m,cluster_8781
Dopeav2105370m,cluster_1626
Dopeav2047768m,cluster_13625
Dopeav2060899m,cluster_20789
Dopeav2009402m,cluster_22264
Dopeav2103868m,cluster_6595
Dopeav2087535m,cluster_4906
Dopeav2132546m,cluster_7947
Dopeav2056191m,cluster_7914
Dopeav2128725m,cluster_3450
Dopeav2021871m,cluster_5184
Dopeav2053522m,cluster_6721
Dopeav2126133m,cluster_15641
Dopeav2134407m,cluster_1581
Dopeav2090578m,cluster_6499
Dopeav2042829m,cluster_3233
Dopeav2007647m,cluster_27147
Dopeav2117513m,cluster_8629
Dopeav2030039m,cluster_4703
Dopeav2122495m,cluster_29177
Dopeav2058391m,cluster_8669
Dopeav2004938m,cluster_4974
Dopeav2023283m,cluster_4540
Dopeav2007426m,cluster_16868
Dopeav2093946m,cluster_9687
Dopeav2096522m,cluster_14688
Dopeav2000828m,cluster_28164
Dopeav2062534m,cluster_2378
Dopeav2000045m,cluster_7029
Dopeav2062858m,cluster_24838
Dopeav2035989m,cluster_2780
Dopeav2047926m,cluster_4517
Dopeav2068866m,cluster_8262
Dopeav2121431m,cluster_10134
Dopeav2012628m,cluster_3824
Dopeav2011565m,cluster_18144
Dopeav2052806m,cluster_26297
Dopeav2047548m,cluster_4708
Dopeav2073816m,cluster_3703
Dopeav2074186m,cluster_14048
Dopeav2028499m,cluster_7697
Dopeav2020051m,cluster_5473
Dopeav2098584m,cluster_2105
Dopeav2040019m,cluster_7706
Dopeav2035747m,cluster_3704
Dopeav2017761m,cluster_27293
Dopeav2132873m,cluster_19966
Dopeav2009831m,cluster_5557
Dopeav2129905m,cluster_26527
Dopeav2082716m,cluster_10549
Dopeav2048295m,cluster_4827
Dopeav2088668m,cluster_6642
Dopeav2008411m,cluster_9466
Dopeav2019063m,cluster_1238
Dopeav2100960m,cluster_2120
Dopeav2121508m,cluster_10907
Dopeav2131604m,cluster_27086
Dopeav2072076m,cluster_13663
Dopeav2120837m,cluster_9906
Dopeav2060373m,cluster_8016
Dopeav2104372m,cluster_11541
Dopeav2130598m,cluster_9470
Dopeav2079735m,cluster_12286
Dopeav2135566m,cluster_1624
Dopeav2082795m,cluster_9751
Dopeav2054463m,cluster_1738
Dopeav2023584m,cluster_20071
Dopeav2124122m,cluster_11305
Dopeav2119823m,cluster_27684
Dopeav2060370m,cluster_19874
Dopeav2052294m,cluster_9772
Dopeav2022344m,cluster_12429
Dopeav2091418m,cluster_5900
Dopeav2040473m,cluster_8140
Dopeav2003920m,cluster_14846
Dopeav2083332m,cluster_22962
Dopeav2082222m,cluster_17730
Dopeav2037014m,cluster_14262
Dopeav2059972m,cluster_8258
Dopeav2097352m,cluster_6334
Dopeav2080150m,cluster_2170
Dopeav2071117m,cluster_5142
Dopeav2060124m,cluster_13806
Dopeav2045563m,cluster_15242
Dopeav2028395m,cluster_9907
Dopeav2031679m,cluster_12270
Dopeav2112890m,cluster_16054
Dopeav2074205m,cluster_665
Dopeav2054650m,cluster_13409
Dopeav2001217m,cluster_7959
Dopeav2084356m,cluster_670
Dopeav2033646m,cluster_14734
Dopeav2094705m,cluster_21974
Dopeav2083397m,cluster_10882
Dopeav2131669m,cluster_3849
Dopeav2055279m,cluster_13794
Dopeav2020841m,cluster_9597
Dopeav2026245m,cluster_4090
Dopeav2056395m,cluster_24640
Dopeav2060096m,cluster_14610
Dopeav2065068m,cluster_7092
Dopeav2109847m,cluster_25573
Dopeav2088744m,cluster_18409
Dopeav2023688m,cluster_4783
Dopeav2060961m,cluster_22912
Dopeav2013292m,cluster_13106
Dopeav2134927m,cluster_9002
Dopeav2115718m,cluster_11976
Dopeav2010994m,cluster_8518
Dopeav2032153m,cluster_15623
Dopeav2112893m,cluster_9655
Dopeav2084707m,cluster_165
Dopeav2119769m,cluster_5226
Dopeav2110545m,cluster_10906
Dopeav2001168m,cluster_12518
Dopeav2116165m,cluster_16407
Dopeav2098924m,cluster_11631
Dopeav2089725m,cluster_3535
Dopeav2023631m,cluster_8325
Dopeav2010862m,cluster_1621
Dopeav2030836m,cluster_8902
Dopeav2066803m,cluster_1308
Dopeav2013725m,cluster_4933
Dopeav2134891m,cluster_13992
Dopeav2133037m,cluster_17150
Dopeav2098688m,cluster_7765
Dopeav2059166m,cluster_9112
Dopeav2122873m,cluster_21348
Dopeav2101722m,cluster_27103
Dopeav2016068m,cluster_6831
Dopeav2026278m,cluster_6002
Dopeav2084936m,cluster_28925
Dopeav2007258m,cluster_7372
Dopeav2018792m,cluster_11762
Dopeav2056772m,cluster_1379
Dopeav2072860m,cluster_23635
Dopeav2073924m,cluster_13595
Dopeav2106048m,cluster_1493
Dopeav2000778m,cluster_11129
Dopeav2062152m,cluster_8401
Dopeav2004909m,cluster_5515
Dopeav2090178m,cluster_1460
Dopeav2061718m,cluster_6510
Dopeav2005812m,cluster_24030
Dopeav2018225m,cluster_21261
Dopeav2105524m,cluster_2810
Dopeav2067563m,cluster_29106
Dopeav2044967m,cluster_22598
Dopeav2083026m,cluster_307
Dopeav2022393m,cluster_245
Dopeav2073688m,cluster_9712
Dopeav2019437m,cluster_23437
Dopeav2099149m,cluster_9949
Dopeav2126530m,cluster_28174
Dopeav2106075m,cluster_27033
Dopeav2011165m,cluster_28660
Dopeav2073161m,cluster_5624
Dopeav2082739m,cluster_2507
Dopeav2019876m,cluster_7674
Dopeav2000891m,cluster_3634
Dopeav2074586m,cluster_6498
Dopeav2054037m,cluster_18210
Dopeav2107736m,cluster_17651
Dopeav2072863m,cluster_29058
Dopeav2129652m,cluster_7888
Dopeav2049220m,cluster_14519
Dopeav2005486m,cluster_7468
Dopeav2095247m,cluster_11987
Dopeav2000927m,cluster_11360
Dopeav2073272m,cluster_19210
Dopeav2006722m,cluster_17090
Dopeav2129712m,cluster_1685
Dopeav2128542m,cluster_5270
Dopeav2119877m,cluster_2221
Dopeav2030819m,cluster_2074
Dopeav2047612m,cluster_27737
Dopeav2022297m,cluster_25914
Dopeav2070051m,cluster_17362
Dopeav2037589m,cluster_700
Dopeav2131278m,cluster_12143
Dopeav2054262m,cluster_1930
Dopeav2125523m,cluster_3632
Dopeav2013089m,cluster_10251
Dopeav2028339m,cluster_17073
Dopeav2135849m,cluster_22520
Dopeav2005448m,cluster_3650
Dopeav2082819m,cluster_10461
Dopeav2059619m,cluster_12820
Dopeav2132661m,cluster_15599
Dopeav2082423m,cluster_10822
Dopeav2024693m,cluster_8263
Dopeav2104656m,cluster_25908
Dopeav2089089m,cluster_28476
Dopeav2093887m,cluster_11196
Dopeav2069584m,cluster_265
Dopeav2129109m,cluster_19231
Dopeav2036999m,cluster_9419
Dopeav2087003m,cluster_4204
Dopeav2012266m,cluster_24300
Dopeav2116384m,cluster_14798
Dopeav2042332m,cluster_8457
Dopeav2038128m,cluster_24333
Dopeav2128886m,cluster_21301
Dopeav2010337m,cluster_9518
Dopeav2112971m,cluster_20088
Dopeav2106086m,cluster_20095
Dopeav2131682m,cluster_13196
Dopeav2114130m,cluster_405
Dopeav2104795m,cluster_15353
Dopeav2100034m,cluster_14959
Dopeav2132188m,cluster_13358
Dopeav2029472m,cluster_14005
Dopeav2074768m,cluster_22349
Dopeav2039815m,cluster_7269
Dopeav2058669m,cluster_2509
Dopeav2055509m,cluster_16504
Dopeav2106310m,cluster_7222
Dopeav2064364m,cluster_6827
Dopeav2014391m,cluster_25094
Dopeav2094005m,cluster_24814
Dopeav2001454m,cluster_15297
Dopeav2065221m,cluster_22461
Dopeav2053407m,cluster_5151
Dopeav2009200m,cluster_22262
Dopeav2069365m,cluster_23891
Dopeav2008061m,cluster_5835
Dopeav2052675m,cluster_5656
Dopeav2101545m,cluster_49
Dopeav2118322m,cluster_2129
Dopeav2109794m,cluster_25569
Dopeav2126517m,cluster_24467
Dopeav2025176m,cluster_14715
Dopeav2095601m,cluster_21663
Dopeav2124855m,cluster_15751
Dopeav2078072m,cluster_4051
Dopeav2075405m,cluster_3263
Dopeav2041954m,cluster_13166
Dopeav2037967m,cluster_2981
Dopeav2134635m,cluster_5895
Dopeav2058488m,cluster_3004
Dopeav2080029m,cluster_10744
Dopeav2020095m,cluster_28463
Dopeav2040387m,cluster_10892
Dopeav2052648m,cluster_26289
Dopeav2016221m,cluster_1461
Dopeav2001775m,cluster_3494
Dopeav2099866m,cluster_2758
Dopeav2036627m,cluster_18051
Dopeav2025894m,cluster_7748
Dopeav2035185m,cluster_25444
Dopeav2122335m,cluster_2800
Dopeav2115864m,cluster_16321
Dopeav2073283m,cluster_19058
Dopeav2082751m,cluster_10615
Dopeav2025047m,cluster_15189
Dopeav2122720m,cluster_23679
Dopeav2128953m,cluster_9677
Dopeav2039480m,cluster_5335
Dopeav2134045m,cluster_12723
Dopeav2054013m,cluster_9429
Dopeav2066941m,cluster_10025
Dopeav2096969m,cluster_14531
Dopeav2001432m,cluster_12409
Dopeav2052112m,cluster_3614
Dopeav2052686m,cluster_377
Dopeav2071234m,cluster_20653
Dopeav2031660m,cluster_2757
Dopeav2000904m,cluster_10065
Dopeav2042557m,cluster_25369
Dopeav2050202m,cluster_24405
Dopeav2022879m,cluster_4587
Dopeav2022553m,cluster_3999
Dopeav2020751m,cluster_10958
Dopeav2103589m,cluster_28613
Dopeav2132159m,cluster_27272
Dopeav2041997m,cluster_10547
Dopeav2115154m,cluster_14577
Dopeav2122602m,cluster_10562
Dopeav2097368m,cluster_9275
Dopeav2131670m,cluster_11729
Dopeav2022029m,cluster_9646
Dopeav2082095m,cluster_123
Dopeav2128701m,cluster_28801
Dopeav2024298m,cluster_18067
Dopeav2019543m,cluster_20986
Dopeav2118502m,cluster_1811
Dopeav2068704m,cluster_17772
Dopeav2035176m,cluster_29064
Dopeav2031663m,cluster_15822
Dopeav2079678m,cluster_18492
Dopeav2115809m,cluster_13337
Dopeav2027967m,cluster_27221
Dopeav2124635m,cluster_5505
Dopeav2045318m,cluster_12271
Dopeav2094660m,cluster_14923
Dopeav2066936m,cluster_17200
Dopeav2030903m,cluster_12943
Dopeav2079035m,cluster_17713
Dopeav2106943m,cluster_25037
Dopeav2060628m,cluster_16202
Dopeav2083760m,cluster_6733
Dopeav2114098m,cluster_1362
Dopeav2002718m,cluster_16755
Dopeav2121539m,cluster_28662
Dopeav2063645m,cluster_3001
Dopeav2060304m,cluster_16366
Dopeav2128089m,cluster_25827
Dopeav2022312m,cluster_8446
Dopeav2135636m,cluster_11239
Dopeav2016644m,cluster_2836
Dopeav2018891m,cluster_1618
Dopeav2097600m,cluster_12299
Dopeav2112695m,cluster_9803
Dopeav2132764m,cluster_61
Dopeav2089999m,cluster_12108
Dopeav2044903m,cluster_8903
Dopeav2094555m,cluster_20786
Dopeav2108341m,cluster_2579
Dopeav2083800m,cluster_9642
Dopeav2124010m,cluster_7444
Dopeav2117208m,cluster_17599
Dopeav2091659m,cluster_917
Dopeav2079750m,cluster_10797
Dopeav2045691m,cluster_14921
Dopeav2070014m,cluster_11325
Dopeav2031988m,cluster_2919
Dopeav2078133m,cluster_3670
Dopeav2090242m,cluster_8006
Dopeav2073298m,cluster_23059
Dopeav2064483m,cluster_5703
Dopeav2065322m,cluster_3387
Dopeav2109899m,cluster_11736
Dopeav2035270m,cluster_12905
Dopeav2082589m,cluster_20597
Dopeav2062411m,cluster_4223
Dopeav2101440m,cluster_1510
Dopeav2005846m,cluster_6648
Dopeav2062084m,cluster_3424
Dopeav2099394m,cluster_21393
Dopeav2058493m,cluster_14483
Dopeav2053571m,cluster_3412
Dopeav2066779m,cluster_2844
Dopeav2121514m,cluster_5292
Dopeav2032687m,cluster_18314
Dopeav2053225m,cluster_4796
Dopeav2000817m,cluster_10478
Dopeav2081376m,cluster_26550
Dopeav2075500m,cluster_14620
Dopeav2121333m,cluster_17658
Dopeav2118768m,cluster_14322
Dopeav2089669m,cluster_23391
Dopeav2112965m,cluster_21488
Dopeav2031822m,cluster_3871
Dopeav2114083m,cluster_7212
Dopeav2119625m,cluster_6216
Dopeav2009106m,cluster_3667
Dopeav2134201m,cluster_1125
Dopeav2066293m,cluster_21207
Dopeav2094072m,cluster_999
Dopeav2127640m,cluster_8621
Dopeav2101510m,cluster_12476
Dopeav2104562m,cluster_16920
Dopeav2036953m,cluster_8595
Dopeav2038021m,cluster_12184
Dopeav2088123m,cluster_9297
Dopeav2048440m,cluster_9046
Dopeav2015143m,cluster_21675
Dopeav2053737m,cluster_2266
Dopeav2006932m,cluster_7320
Dopeav2131142m,cluster_2021
Dopeav2013139m,cluster_9593
Dopeav2124375m,cluster_1153
Dopeav2105471m,cluster_6631
Dopeav2004572m,cluster_28581
Dopeav2122112m,cluster_3416
Dopeav2060560m,cluster_20650
Dopeav2073752m,cluster_27351
Dopeav2087297m,cluster_1824
Dopeav2053258m,cluster_9334
Dopeav2064099m,cluster_8705
Dopeav2076237m,cluster_24872
Dopeav2039747m,cluster_10594
Dopeav2021988m,cluster_15968
Dopeav2133969m,cluster_29002
Dopeav2132038m,cluster_19007
Dopeav2116289m,cluster_5679
Dopeav2133407m,cluster_22771
Dopeav2131947m,cluster_2831
Dopeav2114080m,cluster_25534
Dopeav2006676m,cluster_4176
Dopeav2039925m,cluster_4483
Dopeav2080135m,cluster_13463
Dopeav2077841m,cluster_9807
Dopeav2031946m,cluster_18092
Dopeav2111427m,cluster_23627
Dopeav2018587m,cluster_18877
Dopeav2022916m,cluster_7581
Dopeav2046609m,cluster_17811
Dopeav2110629m,cluster_6919
Dopeav2026089m,cluster_2028
Dopeav2045277m,cluster_15175
Dopeav2097295m,cluster_15066
Dopeav2013595m,cluster_18818
Dopeav2126435m,cluster_3728
Dopeav2130755m,cluster_2744
Dopeav2084290m,cluster_2442
Dopeav2095315m,cluster_20128
Dopeav2016816m,cluster_17251
Dopeav2059634m,cluster_22149
Dopeav2049471m,cluster_11035
Dopeav2092307m,cluster_24273
Dopeav2095769m,cluster_12163
Dopeav2010996m,cluster_12121
Dopeav2064323m,cluster_12975
Dopeav2073371m,cluster_3800
Dopeav2088566m,cluster_12177
Dopeav2020042m,cluster_3988
Dopeav2012043m,cluster_6103
Dopeav2116225m,cluster_6010
Dopeav2097208m,cluster_15115
Dopeav2001228m,cluster_66
Dopeav2058542m,cluster_14266
Dopeav2018969m,cluster_21172
Dopeav2022388m,cluster_26887
Dopeav2018407m,cluster_2608
Dopeav2008075m,cluster_25008
Dopeav2128604m,cluster_10152
Dopeav2005402m,cluster_12744
Dopeav2091924m,cluster_13763
Dopeav2004923m,cluster_2881
Dopeav2098842m,cluster_25064
Dopeav2028530m,cluster_14938
Dopeav2132347m,cluster_20316
Dopeav2057202m,cluster_18043
Dopeav2051278m,cluster_9641
Dopeav2076317m,cluster_25170
Dopeav2124426m,cluster_1735
Dopeav2059044m,cluster_16197
Dopeav2058114m,cluster_7808
Dopeav2100019m,cluster_27157
Dopeav2016741m,cluster_4446
Dopeav2001541m,cluster_882
Dopeav2082985m,cluster_5723
Dopeav2069690m,cluster_20632
Dopeav2012633m,cluster_14110
Dopeav2123891m,cluster_14239
Dopeav2104321m,cluster_8533
Dopeav2071155m,cluster_18337
Dopeav2041722m,cluster_6109
Dopeav2039405m,cluster_13433
Dopeav2020464m,cluster_12414
Dopeav2030162m,cluster_6846
Dopeav2110676m,cluster_25927
Dopeav2137286m,cluster_12397
Dopeav2113447m,cluster_24654
Dopeav2000289m,cluster_27
Dopeav2099881m,cluster_7272
Dopeav2012853m,cluster_12755
Dopeav2020852m,cluster_1340
Dopeav2079692m,cluster_7696
Dopeav2030632m,cluster_22916
Dopeav2063185m,cluster_8429
Dopeav2008858m,cluster_8392
Dopeav2006629m,cluster_9627
Dopeav2052066m,cluster_13884
Dopeav2130728m,cluster_7455
Dopeav2102867m,cluster_28591
Dopeav2024631m,cluster_10028
Dopeav2122347m,cluster_4404
Dopeav2067487m,cluster_7416
Dopeav2005104m,cluster_7283
Dopeav2121210m,cluster_4899
Dopeav2026058m,cluster_3397
Dopeav2023418m,cluster_365
Dopeav2023586m,cluster_28514
Dopeav2081138m,cluster_6949
Dopeav2124262m,cluster_11202
Dopeav2097341m,cluster_3176
Dopeav2028705m,cluster_15592
Dopeav2114072m,cluster_6983
Dopeav2061770m,cluster_23349
Dopeav2024688m,cluster_1541
Dopeav2098644m,cluster_11052
Dopeav2053710m,cluster_27531
Dopeav2128669m,cluster_10820
Dopeav2048771m,cluster_25706
Dopeav2052991m,cluster_3779
Dopeav2128355m,cluster_11621
Dopeav2012850m,cluster_1669
Dopeav2056679m,cluster_23316
Dopeav2005573m,cluster_21409
Dopeav2018384m,cluster_26001
Dopeav2005859m,cluster_22599
Dopeav2130977m,cluster_24115
Dopeav2061004m,cluster_23273
Dopeav2030654m,cluster_5565
Dopeav2052827m,cluster_10004
Dopeav2093705m,cluster_10066
Dopeav2099838m,cluster_29003
Dopeav2082967m,cluster_9928
Dopeav2084605m,cluster_3986
Dopeav2011201m,cluster_14022
Dopeav2088731m,cluster_7443
Dopeav2082654m,cluster_18366
Dopeav2051551m,cluster_4834
Dopeav2024924m,cluster_9509
Dopeav2108603m,cluster_6867
Dopeav2112711m,cluster_2967
Dopeav2114219m,cluster_25540
Dopeav2043271m,cluster_282
Dopeav2003837m,cluster_8318
Dopeav2075035m,cluster_3153
Dopeav2115004m,cluster_7800
Dopeav2049318m,cluster_149
Dopeav2039167m,cluster_17024
Dopeav2102779m,cluster_11007
Dopeav2015543m,cluster_14493
Dopeav2079840m,cluster_8640
Dopeav2042707m,cluster_20954
Dopeav2039176m,cluster_23350
Dopeav2020189m,cluster_19063
Dopeav2016907m,cluster_17751
Dopeav2060630m,cluster_691
Dopeav2041880m,cluster_1259
Dopeav2077900m,cluster_1501
Dopeav2045715m,cluster_8373
Dopeav2134713m,cluster_13549
Dopeav2018302m,cluster_1235
Dopeav2106084m,cluster_15351
Dopeav2127730m,cluster_2551
Dopeav2104976m,cluster_13179
Dopeav2068838m,cluster_13653
Dopeav2116013m,cluster_12354
Dopeav2060040m,cluster_17112
Dopeav2131762m,cluster_21416
Dopeav2069644m,cluster_21247
Dopeav2124463m,cluster_3888
Dopeav2051139m,cluster_14839
Dopeav2107175m,cluster_12492
Dopeav2016839m,cluster_4878
Dopeav2009890m,cluster_20639
Dopeav2021887m,cluster_10557
Dopeav2130580m,cluster_24227
Dopeav2031435m,cluster_8544
Dopeav2006592m,cluster_8237
Dopeav2062677m,cluster_13797
Dopeav2054424m,cluster_5146
Dopeav2057055m,cluster_15322
Dopeav2062136m,cluster_5079
Dopeav2135793m,cluster_7911
Dopeav2100688m,cluster_19360
Dopeav2088980m,cluster_17011
Dopeav2025099m,cluster_13278
Dopeav2059489m,cluster_8041
Dopeav2045465m,cluster_12077
Dopeav2031887m,cluster_14137
